text,label
Oggetto: Richiesta Informazioni sui Servizi Comunali Gentile Comune di Milano Mi chiamo Mario Rossi e scrivo da Verona. Vi contatto per richiedere informazioni dettagliate sui vostri servizi comunali in particolare sulle modalità di accesso e sui requisiti necessari. Vi ringrazio in anticipo per la vostra disponibilità e cortese attenzione. Cordiali saluti Mario Rossi,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentile Comune di Milano Mi chiamo Giorgia Rossi e risiedo al n. 34 di Via Verdi Milano. Sarei grata se poteste fornirmi informazioni complete sui vari servizi comunali disponibili e su come e quando accedervi. Vi ringrazio anticipatamente per l'attenzione aspetto una vostra risposta. Cordiali saluti Giorgia Rossi.,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentilissimi del Comune di Milano Mi chiamo Laura Bianchi residente a Roma sto valutando l'idea di trasferirmi a Milano e vorrei avere ulteriori dettagli riguardanti i vostri servizi comunali. Vi ringrazierei se poteste fornirmi un elenco e una breve descrizione dei servizi disponibili o indicarmi dove posso trovare tali informazioni. Cordiali saluti Laura Bianchi,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentile Comune di Milano Mi chiamo Federico Martini residente in via Carducci 34. Vorrei ricevere maggiori informazioni sui servizi comunali disponibili per i residenti nel vostro Comune. In particolare sarei interessato a capire quali servizi potrei sfruttare nel campo dell'istruzione e della cultura. Cordiali saluti Federico Martini,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentile Comune di Milano Mi chiamo Giovanni Ferrari residente a Roma e scrivo per richiedere informazioni dettagliate sui servizi comunali disponibili per i cittadini. Sarei interessato a trasferirmi a Milano per questo motivo vorrei avere un quadro completo delle vostre attività e iniziative. Resto in attesa di vostra risposta. Cordiali saluti Giovanni Ferrari,1
Mittente: Marco Rossi - marcorossi@gmail.com Oggetto: Richiesta Informazioni sui Servizi Comunali Gentili rappresentanti del Comune di Milano mi chiamo Marco Rossi e scrivo per richiedere informazioni sui servizi comunali della nostra città in particolare riguardanti la gestione dei rifiuti e l'illuminazione pubblica. Desidero sapere come posso contribuire attivamente alla gestione corretta dei rifiuti e se esistono iniziative previste per migliorare l'illuminazione nelle aree meno servite. Ringrazio anticipatamente per la vostra attenzione e resto in attesa di una vostra risposta. Cordiali saluti Marco Rossi.,1
Oggetto: Richiesta Informazioni sui Servizi Comunali Gentili Signore e Signori del Comune di Milano Mi chiamo Mario Rossi residente nel comune di Bologna. Vorrei gentilmente richiedere alcune informazioni riguardanti i vostri servizi comunali per poter ponderare un possibile trasferimento a Milano. Grazie anticipatamente per la vostra attenzione e disponibilità. Cordiali Saluti Mario Rossi,1
Oggetto: Richiesta Informazioni Su Servizi Comunali Gentile Comune di Milano Mi chiamo Mario Rossi e sono un residente di Genzano di Roma. Scrivo per richiedere informazioni riguardo i vostri servizi comunali in particolare relativi alla spazzatura ai trasporti pubblici e alle strutture sportive. Grazie in anticipo per la vostra disponibilità e rimango in attesa di un riscontro. Cordiali saluti Mario Rossi.,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentile Comune di Milano Mi chiamo Mario Rossi e risiedo a Bologna. Sto valutando la possibilità di trasferirmi nel vostro comune e mi piacerebbe ottenere più informazioni sui vari servizi comunali e sui processi di registrazione. Cordiali saluti Mario Rossi,1
Oggetto: Richiesta Informazioni Servizi Comunali Gentile Comune di Milano Sono Maria Rossi residente in via Verdi 123 e mi rivolgo a Voi per chiedere ulteriori dettagli sui servizi comunali offerti ai residenti. In particolare sarei interessata a conoscere gli orari e le modalità d'uso dei punti di raccolta rifiuti differenziati. Cordiali saluti Maria Rossi.,1
